id_poradi,id_losovani,id_poslanec,id_ministr,vec,poradi_l,priorita,vec32
2959,89,329,340,ve věci porušování Benešových dekretů                       ,25,0,
2960,89,242,22,ve věci zákona o cestovním ruchu                            ,21,0,
2961,89,242,22,ve věci příspěvkové organizace MMR                          ,13,0,
2962,89,242,443,ve věci smluvní aktivity Rady Evropy                        ,15,0,
2963,89,242,442,ve věci smluvní aktivity Rady Evropy                        ,11,0,
2964,90,242,440,ve věci smluvní aktivity Rady Evropy                        ,6,0,
2965,90,329,440,ve věci sestavení vlády                                     ,16,0,
2966,90,329,440,ve věci programového prohlášení vlády                       ,1,0,
2967,90,319,440,ve věci vstupu ČR do EU                                     ,15,0,
2968,90,319,440,ve věci krize ve stavebnictví                               ,12,0,
2969,90,319,440,ve věci nárůstu nezaměstnanosti v ČR                        ,14,0,
2970,89,319,439,ve věci vstupu ČR do NATO                                   ,24,0,
2971,89,319,22,ve věci novely občanského zákoníku-výpověď z bytu           ,51,0,
2972,89,319,272,ve věci propadu státního rozpočtu za rok 1997               ,16,0,
2973,89,219,445,ve věci privatizace DOM Přerov                              ,33,0,
2974,89,219,445,ve věci přidělení oprav kol. vozidel v ČR                   ,5,0,
2975,89,250,272,ve věci připravovaného rušení malých finančních úřadů       ,42,0,
2976,89,321,416,"ve věci ""politici a firma INFORMEX GROUP holding""           ",41,0,
2977,89,321,299,ve věci prodeje akcií a.s. Karlovarská Becherovka           ,3,0,
2978,90,321,440,ve věci propojení ČNB a České finanční                      ,4,0,
2979,90,321,440,ve věci ČNB a jejího hospodaření                            ,11,0,
2980,89,31,439,ve věci postoje ČR k hrozbám USA Iráku                      ,28,0,
2981,89,31,91,ve věci financování reklamní kampaně NATO                   ,4,0,
2982,89,322,416,ve věci údajných rasistických útoků v Krnově                ,43,0,
2983,89,318,416,ve věci odborného vedení Policie ČR                         ,29,0,
2984,89,318,22,ve věci výstavby supermarketu v Děčíně                      ,34,0,
2985,89,318,442,ve věci zachování akutní péče nemocnice Žatec               ,56,0,
2986,89,328,445,ve věci dálničních známek                                   ,54,0,
2987,89,328,416,ve věci zatýkání pana předsedy SPR-RSČ M.Sládka             ,19,0,
2988,89,328,439,ve věci vstupu ČR do NATO                                   ,27,0,
2989,89,31,272,ve věci aktuál. přístupu MF k probl.financování pol. stran  ,2,0,
2990,89,19,442,ve věci lékové politiky státu                               ,20,0,
2991,89,19,272,ve věci financování výchovných zařízení                     ,36,0,
2992,89,19,444,ve věci legislativy výchovných zařízení-Chrastava           ,12,0,
2993,89,19,416,ve věci řešení legislativy vých. zařízení                   ,45,0,
2994,89,315,389,ve věci nové hlinikárny-Velké Přípotočno-Kladno             ,1,0,
2995,89,315,294,ve věci nové hlinikárny-Vleké Přípotočno-Kladno             ,9,0,
2996,89,36,416,ve věci šetření drahých kamenů                              ,23,0,
2997,89,304,272,ve věci negativních dopadů privatizace na rozpočty obcí     ,55,0,
2998,89,136,22,ve věci zvýšení státních podpor bydlení a bytové výstav.    ,10,0,
2999,89,136,272,ve věci přístupu vlády ČR k zadlužování měst a obcí         ,37,0,
3000,89,136,272,ve věci dalšího zvyšování státem regulovaných cen-1998      ,22,0,
3001,89,313,444,ve věci problematiky předškolních zařízení                  ,48,0,
3002,89,327,439,ve věci Fondu budoucnosti                                   ,31,0,
3003,89,327,398,ve věci neodpovědného zasahování do vyšetřování případu     ,26,0,
3004,89,328,91,ve věci kvalifikace                                         ,46,0,
3005,90,328,440,ve věci sestavení vlády ČR                                  ,10,0,
3006,90,322,440,ve věci vstupu ČR do NATO                                   ,5,0,
3007,90,322,440,ve věci záruky předčasných voleb                            ,2,0,
3008,90,19,440,ve věci urychlení legislativy ve vztahu k vých. zařízením   ,19,0,
3009,90,317,440,ve věci usnesení sněmovny                                   ,3,0,
3010,90,93,440,ve věci postoje vlády SRN vůči ČR                           ,9,0,
3011,90,331,440,ve věci využití finančních prostředků na povodně            ,13,0,
3012,90,180,440,ve věci postoje vlády ČR k česko-německým vztahům           ,20,0,
3013,89,93,439,ve věci dekretů prezidenta Beneše                           ,47,0,
3014,89,93,416,ve věci rasistických útoků vůči cizím studentům             ,38,0,
3015,89,93,439,ve věci vměšování sděl. prostř. SRN do vnitř. zál. ČR       ,40,0,
3016,89,331,299,ve věci dovozní kvóty na zemědělské komodity                ,6,0,
3017,89,331,445,ve věci dálničních poplatků v ČR                            ,7,0,
3018,89,331,299,ve věci předběžných výsledků hospodaření res. zemědělství   ,44,0,
3019,89,180,416,ve věci činnosti policejního prezidenta Tomáška             ,14,0,
3020,89,180,398,ve věci činnosti ministra-mluvčího vlády Mlynáře            ,52,0,
3021,89,319,445,ve věci privatizace ČD v rozporu s programovým prohl. vlády ,49,0,
3022,89,330,91,ve věci následné kontroly v Armádě ČR                       ,39,0,
3023,89,330,389,ve věci 1. Teploúsporné společnosti                         ,53,0,
3024,89,321,445,ve věci situace na českých drahách                          ,18,0,
3025,89,323,91,ve věci vstupu ČR do NATO                                   ,35,0,
3026,89,320,444,ve věci umístění Květ. Burianové ve VDÚ Kostomlaty          ,17,0,
3027,89,320,340,ve věci novely zákona 36/1967 Sb.                           ,8,0,
3028,90,330,440,ve věci privatizace bankovních domů                         ,8,0,
3029,90,320,440,ve věci očisty právního řádu                                ,7,0,
3030,90,320,440,ve věci vazebního věznění dr. Sládka                        ,18,0,
3031,90,323,440,ve věci vstupu ČR do NATO                                   ,17,0,
3032,91,115,91,ve věci výcviku vojáků České armády                         ,41,0,
3033,91,268,299,ve věci Pozemkového fondu ČR                                ,29,0,
3034,91,319,22,ve věci devastace Lužických hor                             ,48,0,
3035,91,319,445,ve věci hrubého rozporu mezi vlád. prohl. a rozh. v resortu ,47,0,
3036,92,319,440,ve věci novely občanského zákoníku-výpověď z bytu           ,5,0,
3037,92,319,440,ve věci privatizace strategických společností               ,2,0,
3038,91,321,445,ve věci situace na ČD                                       ,19,0,
3039,91,321,299,ve věci sankcí EU                                           ,45,0,
3040,91,221,442,ve věci privatizace nemocnice v Českém Brodě                ,31,0,
3041,91,221,272,ve věci privatizace vodáren a kanalizací v Praze            ,33,0,
3042,91,242,22,ve věci zákona o cestovním ruchu                            ,3,0,
3043,91,242,22,ve věci příspěvkové organizace MMR                          ,26,0,
3044,92,321,440,ve věci plnění vládního prohlášení                          ,6,0,
3045,92,321,440,ve věci legitimnosti vlády                                  ,8,0,
3046,92,221,440,ve věci privatizace dopravního zdravotnictví                ,1,0,
3047,91,136,442,ve věci nemocnice Bruntál-výběrové řízení                   ,12,0,
3048,91,136,272,ve věci zvýšení členské kvóty ČR v MMF                      ,32,0,
3049,91,136,272,ve věci uvolnění státem regulovaných cen a zdražení         ,39,0,
3050,91,310,340,ve věci stíhání nacistických zločinců                       ,13,0,
3051,91,31,445,ve věci rušení rozhlasu po drátě                            ,30,0,
3052,91,31,416,ve věci vztahu obecní rady a obecního zastupitelstva        ,36,0,
3053,91,308,439,ve věci problémů východevropské politiky                    ,49,0,
3054,91,308,439,ve věci našich vztahů k Ruské federaci                      ,27,0,
3055,91,304,389,ve věci privatizace uhelných společností                    ,34,0,
3056,91,307,442,ve věci evidence plátců zdravotního pojištění               ,1,0,
3057,91,312,340,ve věci personálního zabezpečení chodu justice              ,44,0,
3058,91,309,444,ve věci výběrových řízení na místa ředitek MtŠ              ,7,0,
3059,91,93,442,ve věci zabezpečení zdrav. péče příslušníků AČR             ,25,0,
3060,91,329,340,ve věci liknavosti soudů                                    ,24,0,
3061,91,93,340,ve věci úrovně platů úředníků soudů                         ,6,0,
3062,91,324,91,ve věci VVŠ PV Vyškov                                       ,10,0,
3063,91,331,299,ve věci odvetných kroků EU proti ČR-kvóty na jablka         ,8,0,
3064,91,318,416,"ve věci ""k výdajům služeb Policie v rámci celor. působn.""   ",42,0,
3065,91,318,416,ve věci protidrogové centrály a její odbornosti             ,28,0,
3066,91,318,416,ve věci drogové problematiky                                ,50,0,
3067,91,318,22,ve věci výstavby supermarketu v Děčíně                      ,18,0,
3068,91,322,416,ve věci cikánského útoku ve Vrbně pod Pra. na Skařupu       ,23,0,
3069,91,322,416,ve věci vyšetřování spon. ODS Ruchstavem s.r.o. Bruntál     ,2,0,
3070,91,180,91,ve věci vojenské účasti ČR v zahraničí                      ,17,0,
3071,91,328,445,ve věci zdražení dálničních známek                          ,40,0,
3072,91,328,439,ve věci vstupu do NATO                                      ,20,0,
3073,91,328,299,ve věci dotací                                              ,11,0,
3074,91,329,442,ve věci likvidace nemocnice Tišnov                          ,16,0,
3075,91,194,299,ve věci situace pěstitelů chmele a cukrovky                 ,37,0,
3076,91,194,185,ve věci deregulací                                          ,43,0,
3077,91,331,299,ve věci privatizace Státního rybářství Třeboň               ,4,0,
3078,91,180,439,ve věci účelnosti a vhodnosti výroků Havla                  ,46,0,
3079,91,327,91,ve věci NATO                                                ,5,0,
3080,91,328,91,ve věci odbornosti                                          ,22,0,
3081,91,330,272,ve věci depozitních certifikátů                             ,35,0,
3082,91,330,389,ve věci 1. Teploúsporné společnosti                         ,15,0,
3083,91,323,442,ve věci rušení soukromých nemocnic                          ,14,0,
3084,91,320,416,ve věci zcizování dálničních známek                         ,38,0,
3085,91,320,416,ve věci diskriminace hasičských záchranných sborů ČD        ,9,0,
3086,92,330,440,ve věci Agrobanky Praha a.s.                                ,12,0,
3087,92,330,440,ve věci institutu přiměřené obrany                          ,10,0,
3088,92,322,440,ve věci cikánského útoku ve Vrbně pod Pra. na Skařupu       ,14,0,
3089,92,194,440,ve věci deregulací                                          ,13,0,
3090,92,136,440,ve věci zvýšení členské kvóty ČR v MMF                      ,9,0,
3091,92,31,440,ve věci mnohostranné smlouvy o investování                  ,3,0,
3092,92,328,440,ve věci vstupu ČR do Evropské unie                          ,7,0,
3093,92,327,440,ve věci monitorování tisku                                  ,4,0,
3094,92,180,440,ve věci utajování členství v komunistické straně            ,11,0,
3095,92,331,440,"ve věci deregulace el. energie, plynu a nájemného           ",15,0,
3096,91,127,91,ve věci právního postavení vojáků v zahraničí               ,21,0,
3097,93,224,272,ve věci rušení FÚ v Západočeském kraji                      ,19,0,
3098,93,93,442,ve věci zdravotní péče příslušníků AČR                      ,39,0,
3099,93,328,389,ve věci obnovy českého průmyslu                             ,46,0,
3100,93,318,416,ve věci protidrogové centrály a její odbornosti             ,24,0,
3101,93,328,91,ve věci odbornosti                                          ,9,0,
3102,93,328,439,ve věci vstupu do NATO                                      ,43,0,
3103,93,328,445,ve věci dálničních známek                                   ,3,0,
3104,93,330,389,ve věci 1.Teploúsporné společnosti                          ,16,0,
3105,93,328,299,ve věci dotací                                              ,44,0,
3106,93,321,444,ve věci učňovského školství                                 ,20,0,
3107,93,320,416,ve věci stížnosti občana na policejní teror zrcátkem        ,4,0,
3108,94,330,440,ve věci institutu přiměřené obrany                          ,2,0,
3109,94,321,440,ve věci menšin a jejich chování v ČR                        ,12,0,
3110,94,321,440,ve věci inflace v ČR                                        ,7,0,
3111,94,328,440,ve věci vstupu ČR do EU                                     ,6,0,
3112,93,247,445,ve věci nehospodárnosti na ČD                               ,15,0,
3113,93,247,445,ve věci kontroly NKÚ                                        ,34,0,
3114,93,312,416,ve věci průtahů v obj. podezř. proti staros. v Pohořelicích ,42,0,
3115,93,313,444,ve věci problematiky učňovského školství                    ,30,0,
3116,93,309,272,ve věci rušení finančního úřadu v Náměšti nad Oslavou       ,36,0,
3117,93,309,272,ve věci rušení finančních úřadů v menších městech           ,32,0,
3118,93,36,416,ve věci problematiky dobrovolných hasičů                    ,28,0,
3119,93,136,272,ve věci zvýšení členské kvóty ČR v MMF                      ,7,0,
3120,93,246,91,ve věci úrovně stravování vojáků ZS                         ,17,0,
3121,93,246,91,ve věci stravování vojáků ZS v případech havárií            ,22,0,
3122,93,246,91,ve věci jmenování NGŠ                                       ,45,0,
3123,93,246,91,ve věci rušení veřejných soutěží a vypovídání smluv         ,5,0,
3124,93,246,91,ve věci padáků AČR                                          ,14,0,
3125,94,136,440,ve věci zvýšení členské kvóty ČR v MMF                      ,8,0,
3126,93,93,416,ve věci narušování mítinků SPR-RSČ                          ,26,0,
3127,93,180,416,ve věci cikánského útoku na poslance Miroslava Sládka       ,41,0,
3128,93,180,398,ve věci cikánského útoku na poslance Miroslava Sládka       ,29,0,
3129,93,322,185,ve věci minimální mzdy v ČR a EU                            ,37,0,
3130,93,331,299,ve věci privatizace státního rybářství Třeboň               ,10,0,
3131,93,328,416,ve věci fyzického napadání občanů cikány                    ,33,0,
3132,93,328,416,ve věci cikánského terorismu                                ,18,0,
3133,93,319,22,ve věci devastace Lužických hor                             ,35,0,
3134,93,319,439,ve věci občanství EU                                        ,23,0,
3135,93,322,416,ve věci narušování mítinků PhDr. M. Sládka                  ,6,0,
3136,93,331,299,ve věci demonstrace zemědělců                               ,40,0,
3137,93,329,416,ve věci odmítnutí zajištění bezpečnosti Policií ČR          ,12,0,
3138,93,329,22,ve věci machinací s bytovým fondem                          ,27,0,
3139,93,320,398,ve věci Havlových úderných oddílů proti SPR-RSČ             ,11,0,
3140,93,321,299,ve věci restituce majetku hraběte Kolovrata                 ,2,0,
3141,93,115,416,ve věci špatného zajištění voleb 98                         ,38,0,
3142,93,330,416,ve věci rasově motivovaného násilí                          ,1,0,
3143,93,330,272,ve věci vzájemného vyrovnání se Slovenskem                  ,8,0,
3144,93,122,445,ve věci nehospodárnosti na ČD                               ,31,0,
3145,93,219,445,ve věci personálních opatření na ČD po nehodách             ,25,0,
3146,93,219,445,ve věci ekonomiky ČD                                        ,13,0,
3147,94,320,440,ve věci amnestie cikánských rasistů                         ,14,0,
3148,94,329,440,ve věci podporování rasismu vládou ČR                       ,3,0,
3149,94,331,440,ve věci špatné situace v bankovním sektoru                  ,1,0,
3150,94,322,440,ve věci narušování mítinků PhDr. M. Sládka                  ,4,0,
3151,94,224,440,ve věci zakoupení letecké techniky pro letecký sport        ,13,0,
3152,94,224,440,ve věci pomoci leteckému sportu ČR                          ,11,0,
3153,94,330,440,ve věci institutu přiměřené obrany                          ,9,0,
3154,94,93,440,ve věci narušování mítinků SPR-RSČ                          ,5,0,
3155,94,180,440,ve věci cikánského útoku na poslance Miroslava Sládka       ,10,0,
3156,93,327,416,ve věci špatné organizace voleb 98                          ,21,0,
3185,98,266,196,ve věci odvolání Jana Hálka z funkce náměstka MŠMTv         ,15,0,
3186,99,397,253,ve věci zvýšení mzdových tarifů ve veřejném sektoru o 17%   ,6,0,
3187,98,381,213,ve věci výstavby jaderné elektrárny                         ,6,0,
3188,98,381,456,ve věci jmenování generálního inspektora Českých drah       ,22,0,
3189,99,143,253,ve věci protidrogové politiky vlády                         ,9,0,
3190,98,143,451,ve věci vojenské školy v Moravské Třebové                   ,11,0,
3191,98,416,40,ve věci inspekce ministra vnitra                            ,17,0,
3192,98,390,449,ve věci pojišťovny Morava                                   ,3,0,
3193,98,390,452,ve věci zákona o dražbách mimo soudní výkon rozhodnutí      ,20,0,
3194,98,63,452,ve věci privatizace České typografie                        ,10,0,
3195,98,54,355,ve věci pozastavení realizační fáze výběrových řízení       ,2,0,
3196,98,295,454,ve věci současného stavu programu na likvidaci freonů       ,7,0,
3197,98,301,196,ve věci vyhlášení konkursů na funkce ředitelů školsk. úřadů ,18,0,
3198,98,36,40,ve věci šetření matrič. úřadů                               ,5,0,
3199,98,36,452,ve věci možného dalšího dělení ČR ve vztahu VÚSC            ,9,0,
3200,98,379,40,ve věci hraničního přechodu Kraslice-Klingenthal            ,19,0,
3201,98,379,40,ve věci stavu na E-55 v okrese Teplice                      ,12,0,
3202,98,312,213,ve věci ČKD a.s. Blansko                                    ,4,0,
3203,98,309,453,ve věci podpory podniků zpracovatelského průmyslu           ,13,0,
3204,98,31,241,ve věci naléhavosti opatření proti nezaměstnanosti          ,23,0,
3205,98,31,450,ve věci postoje k zastavení šíření jaderných zbraní         ,1,0,
3206,98,136,213,ve věci zpracování energetické koncepce ČR a výst. JEB      ,8,0,
3207,98,304,213,"ve věci situace v OKD, a.s.                                 ",21,0,
3208,99,295,253,ve věci koncepce vodního hospodářství                       ,8,0,
3209,99,31,253,ve věci prohlášení ke Kosovu                                ,4,0,
3210,99,19,253,ve věci situace v Terezíně-převod majetku -řešení           ,3,0,
3211,99,19,253,ve věci kosovských Albánců v Ústí n.L.-sociální zabezpečení ,7,0,
3212,99,19,253,ve věci nezaměstnanosti v severních Čechách - řešení        ,10,0,
3213,99,162,253,ve věci systémového řešení nezaměstnanosti v ČR             ,2,0,
3214,99,404,253,ve věci Bamberk                                             ,5,0,
3215,98,395,446,ve věci vysílání radia Svobodná Evropa z ČR                 ,14,0,
3216,98,398,207,ve věci vládního výboru na ochranu ekonomických zájmů       ,16,0,
3217,99,373,253,ve věci stanoviska vlády ke kritické situaci Tatry          ,1,0,
3218,100,304,213,"ve věci situace v OKD, a.s.                                 ",1,0,
3219,100,136,213,"ve věci energetické koncepce státu, JE Blahutovice          ",2,0,
3220,100,381,213,ve věci zřízení zvláštních ekonomických zón v České rep.    ,3,0,
3221,100,420,452,ve věci nájemního bydlení                                   ,4,0,
3222,100,398,447,ve věci zvýšení tarifů SPT TELECOM ve vztahu k INTERNETu    ,6,0,
3223,101,398,253,ve věci telekomunikační politiky vlády                      ,2,0,
3224,101,417,253,ve věci harmonogramu legisl. prací ve vztahu k EU           ,1,0,
3225,100,368,40,ve věci postupu policie k zapálenému kříži dne 7.11.98      ,5,0,
3226,102,406,454,ve věci omezeného pokroku při transpozici Acquis=EK 1999    ,5,0,
3227,102,347,40,ve věci auditu obcí prováděných OKÚ                         ,11,0,
3228,102,347,456,ve věci dovozu ojetých automobilů                           ,1,0,
3229,102,350,196,ve věci sítě škol                                           ,4,0,
3230,102,350,451,ve věci využití kasáren Plzeň Slovany                       ,13,0,
3231,103,266,253,ve věci výboru pro ochranu ekonom. zájmů                    ,1,0,
3232,102,136,447,ve věci současného stavu ve spořitelním družstevnictví      ,3,0,
3233,102,266,40,ve věci sbírky zákonů                                       ,9,0,
3234,102,266,40,ve věci okružní křižovatky na silnici 1.tř. č. 35           ,14,0,
3235,102,381,447,ve věci lustračního osvědčení předsedy FNM                  ,8,0,
3236,102,381,213,ve věci programu úspor energií                              ,12,0,
3237,102,408,40,ve věci odcizení požární cisterny obce - na rušení JPO-III. ,15,0,
3238,102,417,447,ve věci hospodaření Komerční banky a.s.                     ,7,0,
3239,102,408,452,ve věci programu podpory výstavby techn.infrastruktury      ,6,0,
3240,102,390,452,ve věci pilotních projektů                                  ,2,0,
3241,102,54,241,ve věci dostupnosti a kvality zdravotní péče                ,10,0,
3242,104,193,40,ve věci asist.PČR-demonstrace proti akci Ruska v Čečně      ,5,0,
3243,105,389,253,ve věci státní pomoci podnikům                              ,2,0,
3244,105,398,253,ve věci telekomunikačního zákona a monopolu TELECOMU        ,10,0,
3245,105,380,253,ve věci likvidace státních podniků                          ,5,0,
3246,105,303,253,ve věci zákazu realizace zakázky Írán ze ZVVZ Milevsko      ,6,0,
3247,105,31,253,ve věci banky MORAVIA-trestní stíhání býv.představitelů     ,9,0,
3248,105,309,253,ve věci dalšího postupu vlády v případu podniku ZETOR       ,1,0,
3249,104,360,455,ve věci zadluženosti soudů                                  ,7,0,
3250,105,406,253,ve věci plnění §32odst.3 G novely zák. práce na Úřadu vlády ,7,0,
3251,105,266,253,ve věci protiústavnosti nařízení vlády                      ,3,0,
3252,105,360,253,ve věci uplatňování novely živnostenského zákona            ,8,0,
3253,105,143,253,ve věci nákupu služebních vozidel                           ,4,0,
3254,104,408,209,ve věci lednicko-valtický areál - havarijní stav            ,10,0,
3255,104,398,40,ve věci odvolání přednosty OÚ Karlovy Vary                  ,6,0,
3256,104,364,40,ve věci Pohraniční policie ČR                               ,12,0,
3257,104,143,207,ve věci protidrogové politiky vlády                         ,19,0,
3258,104,390,452,ve věci bezúročné 200tis.půjčky                             ,16,0,
3259,104,390,452,ve věci novely Občanského zákoníku v bytové oblasti         ,4,0,
3260,104,420,447,ve věci družstevní záložny PRIA                             ,11,0,
3261,104,406,40,ve věci účasti čs. průmyslu na výstavbě rad.sítě PEGAS-MATRA,8,0,
3262,104,381,447,ve věci odstupného řediteli KB Kollerta a dalším manažerům  ,2,0,
3263,104,381,447,ve věci možných daňových úniků při vracení DPH cizincům     ,15,0,
3264,104,266,455,ve věci bezpečnosti soudců a soudních budov                 ,14,0,
3265,104,266,455,ve věci opatření ve věznicích                               ,1,0,
3266,104,266,456,ve věci okružní křižovatky na silnici č. 35                 ,18,0,
3267,104,266,447,ve věci Úřadu pro dohled nad družstevními záložnami         ,20,0,
3268,104,266,40,ve věci přezbrojení Policie                                 ,21,0,
3269,104,143,455,ve věci stavu vězeňství a soudů                             ,3,0,
3270,104,143,455,ve věci udělování alternativních trestů                     ,13,0,
3271,104,361,454,ve věci rozšíření lomu Čertovy schody v CHKO Český kras     ,9,0,
3272,104,360,455,ve věci prohlídek při vstupu na soudy                       ,17,0,
3273,106,347,253,ve věci zákona o vodách-připomínkové řízení                 ,3,0,
3508,12,111,213,ve věci některých aspektů revitalizačního plánu             ,1,0,
3509,12,395,456,ve věci ČTU                                                 ,2,0,
3510,12,361,454,ve věci dokončení stavby dálnice D8                         ,3,0,
3511,12,111,40,ve věci vyšetřování privatizace SPT TELECOM                 ,4,0,
3512,12,266,455,ve věci konzultační a analytické skupiny VOEZ               ,5,0,
3513,12,360,455,ve věci nezákonného postupu při vyšetřování L. Nováka       ,6,0,
3514,12,387,453,ve věci opatření přijatých prez.PF ČR-část.ochrana náj.půdy ,7,0,
3515,12,111,451,ve věci účasti vojáků při ostraze státní hranice            ,8,0,
3516,12,309,355,ve věci rušení oddělení v třebíčské nemocnici               ,9,0,
3517,12,313,355,ve věci oční léčebny Nové Zámky                             ,10,0,
3518,12,111,455,ve věci náměstků ministra                                   ,11,0,
3519,12,266,213,ve věci ČEZ                                                 ,12,0,
3520,12,408,455,ve věci informace o odvolání Okresního úřadu v Blansku      ,13,0,
3521,12,390,452,ve věci návrhu zákona o dražbách mimo výkon soud. rozhodnutí,14,0,
3522,13,111,253,ve věci fungování Národního bezpečnostního úřadu            ,1,0,
3523,13,395,253,ve věci opatření vlády ČR k přípravě počít. sítě na r. 2000 ,2,0,
3524,13,317,253,ve věci termínového vyřizování interpelací                  ,3,0,
3525,13,111,253,ve věci převodu tzv. letky ministerstva vnitra              ,4,0,
3526,14,381,449,ve věci převodu pozemků v Mošnově na město Ostravu          ,1,0,
3527,14,111,449,ve věci převodu nepotřebného majetku AČR na obce            ,2,0,
3528,14,309,453,ve věci aktuální situace prvovýrobců mléka                  ,3,0,
3529,14,392,454,ve věci firmy TRANSFORM ve Stodě u Plzně                    ,4,0,
3530,14,111,207,ve věci koordinační a analytické skupiny VOEZ               ,5,0,
3531,14,347,449,ve věci zákonného pojištění odpovědnosti pro obce           ,6,0,
3532,14,313,196,ve věci uzavření Základní školy ve Spešově                  ,7,0,
3533,14,309,453,ve věci ohrožení výrobců vepřového masa v ČR                ,8,0,
3534,14,360,455,ve věci způsobu vzniku KAS                                  ,9,0,
3535,14,31,450,ve věci konfliktů kolem tzv. bezletových zón v Iráku        ,10,0,
3536,14,358,455,ve věci osvojení po novele                                  ,11,0,
3537,14,408,449,ve věci zákon. pojištění od 1.1.99 hasičů v malých obcích   ,12,0,
3538,14,399,449,ve věci placení pojištění za vozidla dobrov. hasičů         ,13,0,
3539,14,379,355,ve věci likvidace ozdravoven                                ,14,0,
3540,14,389,449,ve věci aktualizace odhadu rozpočtového schodku             ,15,0,
3541,14,333,449,ve věci pozemků v prozatimní správě                         ,16,0,
3542,14,387,453,ve věci ochrany souč. náj.půdy ve vl.státu a správě PF      ,17,0,
3543,14,111,449,ve věci plateb povinného ručení                             ,18,0,
3544,14,91,446,ve věci bezpečnostní strategie ČR                           ,19,0,
3545,14,360,455,ve věci rekonstrukce tábora Vojna                           ,20,0,
3546,14,420,456,ve věci prodlevy oprav dálničních vozovek                   ,21,0,
3547,14,379,196,ve věci dotací nestátních škol-rozdíl církevní-ostatní      ,22,0,
3548,14,301,449,ve věci postupu MF při sanaci klientů pojišťovny Morava     ,23,0,
3549,14,306,451,ve věci útoku NATO na Kosovo                                ,24,0,
3550,14,111,355,ve věci letecké záchranné služby                            ,25,0,
3551,14,381,355,ve věci Fakultní Nemocnice Ostrava - kontrola hospodaření   ,26,0,
3552,14,136,449,ve věci rozdělení 50 mil. Kč pojišťovny Morava-rozp.99      ,27,0,
3553,14,360,455,ve věci pracovního zařazení náměstků                        ,28,0,
3554,14,340,455,ve věci zřízení pietního místa v prostoru tábora Vojna      ,29,0,
3555,14,420,449,ve věci vyhlášky MF č.323 zákonné pojištění mot.vozidel     ,30,0,
3556,14,301,355,ve věci stanoviska vyhlašovatele výběr. říz.nem.Kroměříž    ,31,0,
3557,14,395,196,ve věci dotací pro soukromé školy                           ,32,0,
3558,15,111,253,ve věci strategických dokumentů ČR                          ,1,0,
3559,15,389,253,ve věci reálnosti číselných podkladů státního rozpočtu      ,2,0,
3560,15,91,253,ve věci ofic. akcí při příležitosti vstupu ČR do NATO       ,3,0,
3561,15,395,253,ve věci přechodu info systémů na rok 2000                   ,4,0,
3562,15,111,253,ve věci bezpečnostní rady státu                             ,5,0,
3563,15,379,253,ve věci poklesu nezaměstnanosti v okrese Chomutov           ,6,0,
3564,16,405,253,ve věci zrušení retrofitu elektrárny Tušimice I             ,1,0,
3565,16,266,253,ve věci daňových dluhů                                      ,2,0,
3566,16,4,253,ve věci postihu propagace extrémismu                        ,3,0,
3567,16,127,253,ve věci ovlivňování veřejných zakázek                       ,4,0,
3568,16,346,253,ve věci udělování občanství ČR občanům jiné národnosti      ,5,0,
3569,16,432,253,ve věci usnesení vlády ČR č. 34 ze dne 11.1.1999            ,6,0,
3570,16,371,253,ve věci návrhu zákona o dani z nemovitostí                  ,7,0,
3571,16,266,253,ve věci plnění legislativního plánu vlády                   ,8,0,
3572,16,111,253,ve věci Národního bezpečnostního úřadu                      ,9,0,
3573,16,377,253,ve věci plnění programového prohlášení                      ,10,0,
3574,16,107,253,ve věci Česká republika a NATO                              ,11,0,
3575,16,417,253,ve věci slaďování legislativy ČR s EU (jeho postoje)        ,12,0,
3576,16,111,253,ve věci ministra financí Ivo Svobody                        ,13,0,
3577,16,110,253,ve věci koncentračních táborů v padesátých letech           ,14,0,
3578,16,398,253,ve věci postupu Úřadu pro ochranu hospodářské soutěže       ,15,0,
3579,16,111,253,ve věci převodů státního majetku                            ,16,0,
3580,16,277,253,ve věci kompetence ministerstva k pohřebnictví              ,17,0,
3581,17,301,449,ve věci postupu sanace klientů pojišťovny Morava            ,1,0,
3582,17,381,213,ve věci 350 mil. Kč na tvorbu pracovních příležitostí v OKD ,2,0,
3583,17,54,355,ve věci odběrů orgánů ve FNsP Ostrava                       ,3,0,
3584,17,432,454,ve věci dostavění Temelína a dálnice D8                     ,4,0,
3585,17,420,456,ve věci křižovatky I/50 a II/429 v Nesovicích okr. Vyškov   ,5,0,
3586,17,111,451,ve věci kasáren ve Valašském Meziříčí                       ,6,0,
3587,17,420,454,ve věci odvodu fin. prostř. ze skládkování - Němčice n Han  ,7,0,
3588,17,111,355,ve věci zdravotnictví v okrese Vsetín                       ,8,0,
3589,17,347,213,ve věci veřejné obchodní společnosti (VOS) vlastněné cizinci,9,0,
3590,17,381,213,ve věci otevření ložiska černého uhlí na dole Frenštát      ,10,0,
3591,17,297,451,ve věci převodu kasáren na město Val. Meziříčí              ,11,0,
3592,17,111,451,ve věci nákupu náhradních dílů pro vrtulníky                ,12,0,
3593,17,380,213,ve věci likvidace stát. podniků                             ,13,0,
3594,17,69,454,ve věci výstavby dálnic a rychlostních komunikací v ČR      ,14,0,
3595,17,111,449,ve věci převodu majetku AČR na obce                         ,15,0,
